ticket_id,request_id,requestor_seniority,filed_against,ticket_type,severity,priority,max_days
38463,1007,3 - Senior,Software,Issue,2 - Normal,0 - Unassigned,14
38464,1786,1 - Junior,Software,Request,2 - Normal,2 - Medium,5
38465,100,3 - Senior,Systems,Request,2 - Normal,3 - High,12
38466,755,3 - Senior,Software,Request,2 - Normal,3 - High,3
38467,1685,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,13
38468,326,2 - Regular,Software,Issue,2 - Normal,3 - High,5
38469,1912,2 - Regular,Systems,Request,2 - Normal,3 - High,7
38470,588,4 - Management,Systems,Request,2 - Normal,3 - High,6
38471,1380,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0
38472,475,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0
38473,979,3 - Senior,Hardware,Request,2 - Normal,3 - High,12
38474,1900,4 - Management,Access/Login,Request,3 - Major,3 - High,0
38475,284,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0
38476,1509,3 - Senior,Systems,Request,2 - Normal,3 - High,8
38477,700,3 - Senior,Systems,Request,2 - Normal,3 - High,20
38478,1043,2 - Regular,Software,Request,2 - Normal,3 - High,5
38479,1349,3 - Senior,Software,Request,2 - Normal,3 - High,6
38480,948,1 - Junior,Software,Request,2 - Normal,1 - Low,5
38481,1793,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,20
38482,1287,2 - Regular,Systems,Request,2 - Normal,2 - Medium,16
38483,1629,3 - Senior,Access/Login,Issue,2 - Normal,3 - High,0
38484,1718,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
38485,43,1 - Junior,Hardware,Request,2 - Normal,1 - Low,37
38486,1152,4 - Management,Hardware,Request,2 - Normal,3 - High,13
38487,235,3 - Senior,Access/Login,Request,3 - Major,0 - Unassigned,1
38488,1744,4 - Management,Access/Login,Issue,2 - Normal,0 - Unassigned,0
38489,1827,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,0
38490,4,4 - Management,Software,Request,2 - Normal,3 - High,8
38491,948,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,2
38492,169,2 - Regular,Software,Issue,2 - Normal,3 - High,0
38493,1282,1 - Junior,Systems,Request,2 - Normal,1 - Low,18
38494,291,1 - Junior,Software,Request,2 - Normal,0 - Unassigned,4
38495,849,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,18
38496,143,4 - Management,Software,Request,2 - Normal,3 - High,9
38497,1162,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,23
38498,1884,2 - Regular,Hardware,Request,2 - Normal,3 - High,12
38499,1513,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0
38500,326,2 - Regular,Software,Request,2 - Normal,1 - Low,7
38501,1182,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
38502,958,4 - Management,Systems,Issue,1 - Minor,3 - High,3
38503,873,3 - Senior,Systems,Request,2 - Normal,3 - High,7
38504,1486,3 - Senior,Systems,Request,2 - Normal,3 - High,13
38505,550,1 - Junior,Software,Request,2 - Normal,1 - Low,10
38506,1189,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,21
38507,480,4 - Management,Software,Request,2 - Normal,0 - Unassigned,4
38508,1716,2 - Regular,Systems,Request,3 - Major,3 - High,6
38509,1422,2 - Regular,Systems,Issue,2 - Normal,3 - High,3
38510,1108,4 - Management,Systems,Issue,2 - Normal,3 - High,3
38511,1883,2 - Regular,Hardware,Request,2 - Normal,2 - Medium,11
38512,742,2 - Regular,Systems,Request,4 - Critical,0 - Unassigned,6
38513,1469,1 - Junior,Software,Request,2 - Normal,0 - Unassigned,13
38514,1903,1 - Junior,Systems,Issue,2 - Normal,0 - Unassigned,3
38515,1913,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,2
38516,72,1 - Junior,Systems,Request,2 - Normal,1 - Low,7
38517,527,2 - Regular,Hardware,Request,2 - Normal,1 - Low,40
38518,245,1 - Junior,Access/Login,Issue,2 - Normal,1 - Low,1
38519,509,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,18
38520,1317,4 - Management,Access/Login,Issue,2 - Normal,0 - Unassigned,0
38521,1841,2 - Regular,Systems,Request,2 - Normal,2 - Medium,19
38522,648,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,9
38523,1074,2 - Regular,Systems,Issue,2 - Normal,2 - Medium,2
38524,449,4 - Management,Hardware,Request,2 - Normal,3 - High,10
38525,38,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
38526,1502,3 - Senior,Systems,Request,2 - Normal,3 - High,15
38527,788,2 - Regular,Software,Request,2 - Normal,1 - Low,10
38528,1029,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0
38529,864,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,24
38530,448,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,16
38531,270,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0
38532,1826,2 - Regular,Access/Login,Issue,2 - Normal,1 - Low,0
38533,329,4 - Management,Systems,Request,2 - Normal,2 - Medium,16
38534,1773,2 - Regular,Systems,Request,2 - Normal,3 - High,23
38535,401,2 - Regular,Systems,Issue,4 - Critical,3 - High,3
38536,32,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0
38537,1410,2 - Regular,Access/Login,Issue,2 - Normal,3 - High,0
38538,1375,3 - Senior,Access/Login,Request,2 - Normal,3 - High,1
38539,780,3 - Senior,Systems,Request,2 - Normal,3 - High,5
38540,1930,2 - Regular,Systems,Request,2 - Normal,1 - Low,7
38541,1079,1 - Junior,Systems,Issue,2 - Normal,1 - Low,1
38542,788,2 - Regular,Software,Request,1 - Minor,0 - Unassigned,8
38543,451,4 - Management,Software,Issue,4 - Critical,3 - High,3
38544,1074,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0
38545,1761,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0
38546,1190,2 - Regular,Systems,Request,2 - Normal,1 - Low,9
38547,1672,2 - Regular,Hardware,Request,2 - Normal,3 - High,31
38548,1403,1 - Junior,Software,Request,2 - Normal,1 - Low,7
38549,1282,1 - Junior,Systems,Request,2 - Normal,3 - High,5
38550,182,4 - Management,Systems,Request,3 - Major,3 - High,10
38551,1046,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,6
38552,1393,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,1
38553,1172,2 - Regular,Systems,Request,2 - Normal,1 - Low,5
38554,986,2 - Regular,Systems,Request,3 - Major,0 - Unassigned,14
38555,1572,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0
38556,597,1 - Junior,Software,Issue,2 - Normal,1 - Low,7
38557,181,2 - Regular,Hardware,Request,2 - Normal,2 - Medium,13
38558,1747,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0
38559,1315,3 - Senior,Hardware,Request,2 - Normal,3 - High,10
38560,677,4 - Management,Access/Login,Request,2 - Normal,3 - High,1
38561,516,1 - Junior,Access/Login,Request,2 - Normal,2 - Medium,0
38562,1845,3 - Senior,Software,Request,2 - Normal,2 - Medium,7
38563,1720,3 - Senior,Systems,Issue,2 - Normal,2 - Medium,1
38564,781,1 - Junior,Systems,Issue,2 - Normal,0 - Unassigned,2
38565,992,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0
38566,1220,2 - Regular,Hardware,Request,2 - Normal,1 - Low,26
38567,311,3 - Senior,Software,Request,1 - Minor,3 - High,2
38568,1541,4 - Management,Systems,Request,2 - Normal,1 - Low,7
38569,103,4 - Management,Software,Request,2 - Normal,0 - Unassigned,13
38570,1368,2 - Regular,Systems,Request,2 - Normal,3 - High,7
38571,1230,2 - Regular,Access/Login,Issue,1 - Minor,1 - Low,0
38572,1577,2 - Regular,Systems,Issue,2 - Normal,2 - Medium,12
38573,518,4 - Management,Software,Issue,2 - Normal,3 - High,2
38574,1594,3 - Senior,Systems,Request,2 - Normal,2 - Medium,23
38575,693,2 - Regular,Systems,Issue,2 - Normal,1 - Low,3
38576,1129,2 - Regular,Software,Request,2 - Normal,2 - Medium,11
38577,1526,3 - Senior,Access/Login,Request,2 - Normal,2 - Medium,0
38578,859,3 - Senior,Software,Request,2 - Normal,0 - Unassigned,5
38579,1969,3 - Senior,Access/Login,Issue,3 - Major,2 - Medium,0
38580,1758,2 - Regular,Access/Login,Request,2 - Normal,3 - High,2
38581,17,2 - Regular,Systems,Request,2 - Normal,3 - High,10
38582,1544,2 - Regular,Software,Request,2 - Normal,3 - High,3
38583,54,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0
38584,1965,4 - Management,Systems,Request,2 - Normal,3 - High,6
38585,332,2 - Regular,Access/Login,Issue,2 - Normal,0 - Unassigned,0
38586,1344,1 - Junior,Hardware,Request,2 - Normal,1 - Low,12
38587,77,2 - Regular,Systems,Request,2 - Normal,3 - High,6
38588,588,4 - Management,Software,Request,2 - Normal,0 - Unassigned,3
38589,1413,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0
38590,112,3 - Senior,Hardware,Request,2 - Normal,3 - High,11
38591,758,3 - Senior,Systems,Request,2 - Normal,3 - High,9
38592,1057,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0
38593,365,3 - Senior,Systems,Issue,2 - Normal,3 - High,2
38594,1810,1 - Junior,Access/Login,Request,2 - Normal,2 - Medium,0
38595,234,4 - Management,Systems,Request,2 - Normal,3 - High,9
38596,1279,1 - Junior,Hardware,Request,2 - Normal,0 - Unassigned,11
38597,1964,2 - Regular,Access/Login,Issue,2 - Normal,0 - Unassigned,0
38598,1396,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,15
38599,1126,2 - Regular,Systems,Request,2 - Normal,1 - Low,13
38600,482,1 - Junior,Systems,Issue,2 - Normal,2 - Medium,1
38601,1878,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,0
38602,1434,1 - Junior,Software,Issue,2 - Normal,0 - Unassigned,2
38603,1720,3 - Senior,Systems,Issue,2 - Normal,3 - High,2
38604,120,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,9
38605,1697,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0
38606,47,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
38607,1003,4 - Management,Hardware,Request,2 - Normal,3 - High,11
38608,409,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,0
38609,1936,2 - Regular,Systems,Request,2 - Normal,2 - Medium,5
38610,1617,4 - Management,Software,Request,2 - Normal,2 - Medium,5
38611,1220,2 - Regular,Software,Request,2 - Normal,3 - High,7
38612,1063,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,15
38613,1515,1 - Junior,Software,Request,2 - Normal,1 - Low,12
38614,842,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,10
38615,1448,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0
38616,357,2 - Regular,Software,Request,2 - Normal,2 - Medium,15
38617,1241,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0
38618,1935,2 - Regular,Systems,Request,2 - Normal,3 - High,8
38619,1852,2 - Regular,Systems,Request,2 - Normal,2 - Medium,9
38620,1866,3 - Senior,Access/Login,Issue,2 - Normal,3 - High,0
38621,1465,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,6
38622,1225,3 - Senior,Systems,Issue,2 - Normal,2 - Medium,2
38623,1315,3 - Senior,Systems,Request,2 - Normal,3 - High,11
38624,1052,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
38625,506,2 - Regular,Access/Login,Issue,2 - Normal,1 - Low,0
38626,1737,3 - Senior,Access/Login,Request,2 - Normal,1 - Low,0
38627,1001,3 - Senior,Systems,Issue,2 - Normal,1 - Low,1
38628,314,3 - Senior,Systems,Issue,2 - Normal,3 - High,17
38629,1820,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0
38630,1112,2 - Regular,Systems,Issue,2 - Normal,3 - High,3
38631,1889,4 - Management,Access/Login,Issue,2 - Normal,2 - Medium,0
38632,1281,2 - Regular,Software,Request,2 - Normal,2 - Medium,9
38633,1497,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,1
38634,1880,2 - Regular,Systems,Request,2 - Normal,1 - Low,15
38635,146,4 - Management,Hardware,Request,2 - Normal,0 - Unassigned,28
38636,1546,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0
38637,1790,3 - Senior,Hardware,Request,2 - Normal,2 - Medium,31
38638,1925,2 - Regular,Systems,Request,2 - Normal,3 - High,5
38639,172,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0
38640,81,1 - Junior,Software,Request,2 - Normal,3 - High,3
38641,75,2 - Regular,Systems,Request,2 - Normal,1 - Low,15
38642,1611,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0
38643,1686,2 - Regular,Access/Login,Issue,2 - Normal,1 - Low,1
38644,1228,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
38645,257,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,1
38646,573,2 - Regular,Systems,Issue,2 - Normal,2 - Medium,9
38647,1212,4 - Management,Systems,Request,4 - Critical,3 - High,24
38648,1659,4 - Management,Hardware,Request,2 - Normal,3 - High,33
38649,997,2 - Regular,Systems,Request,2 - Normal,2 - Medium,6
38650,1177,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,7
38651,973,2 - Regular,Systems,Issue,2 - Normal,3 - High,1
38652,1215,4 - Management,Software,Issue,2 - Normal,3 - High,2
38653,1857,2 - Regular,Systems,Request,2 - Normal,2 - Medium,5
38654,1901,2 - Regular,Systems,Request,2 - Normal,1 - Low,17
38655,766,3 - Senior,Software,Issue,2 - Normal,0 - Unassigned,4
38656,1026,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0
38657,1588,2 - Regular,Access/Login,Issue,2 - Normal,3 - High,0
38658,1298,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,2
38659,325,4 - Management,Systems,Request,1 - Minor,0 - Unassigned,7
38660,602,2 - Regular,Systems,Request,2 - Normal,3 - High,21
38661,716,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,1
38662,1534,2 - Regular,Systems,Issue,2 - Normal,1 - Low,6
38663,470,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,13
38664,1143,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0
38665,1350,2 - Regular,Systems,Issue,2 - Normal,3 - High,1
38666,228,4 - Management,Software,Request,2 - Normal,3 - High,3
38667,260,3 - Senior,Hardware,Request,2 - Normal,1 - Low,34
38668,1088,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0
38669,1653,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,6
38670,1162,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0
38671,603,1 - Junior,Systems,Issue,2 - Normal,0 - Unassigned,3
38672,1244,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0
38673,102,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,7
38674,837,4 - Management,Software,Request,2 - Normal,3 - High,10
38675,1442,2 - Regular,Systems,Request,2 - Normal,2 - Medium,8
38676,896,2 - Regular,Systems,Request,2 - Normal,3 - High,14
38677,743,4 - Management,Systems,Issue,2 - Normal,3 - High,4
38678,1980,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
38679,873,3 - Senior,Systems,Issue,2 - Normal,3 - High,3
38680,260,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,0
38681,1173,4 - Management,Access/Login,Request,1 - Minor,3 - High,0
38682,331,2 - Regular,Access/Login,Request,3 - Major,0 - Unassigned,1
38683,953,2 - Regular,Hardware,Request,2 - Normal,2 - Medium,35
38684,1787,3 - Senior,Systems,Request,2 - Normal,3 - High,7
38685,194,4 - Management,Systems,Issue,2 - Normal,3 - High,7
38686,541,1 - Junior,Hardware,Request,3 - Major,1 - Low,27
38687,1347,2 - Regular,Software,Request,2 - Normal,3 - High,16
38688,1734,1 - Junior,Systems,Request,2 - Normal,2 - Medium,7
38689,1228,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
38690,1125,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,13
38691,244,1 - Junior,Software,Request,2 - Normal,2 - Medium,7
38692,1774,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0
38693,918,1 - Junior,Hardware,Request,2 - Normal,3 - High,10
38694,84,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,12
38695,843,2 - Regular,Access/Login,Request,1 - Minor,1 - Low,1
38696,1200,2 - Regular,Systems,Request,2 - Normal,2 - Medium,22
38697,1475,2 - Regular,Hardware,Request,2 - Normal,0 - Unassigned,14
38698,588,4 - Management,Systems,Request,2 - Normal,3 - High,18
38699,1738,2 - Regular,Hardware,Request,2 - Normal,0 - Unassigned,13
38700,1288,2 - Regular,Systems,Request,2 - Normal,2 - Medium,8
38701,1444,4 - Management,Software,Request,2 - Normal,0 - Unassigned,4
38702,1278,4 - Management,Software,Request,2 - Normal,3 - High,3
38703,1738,2 - Regular,Systems,Issue,2 - Normal,2 - Medium,10
38704,1540,1 - Junior,Systems,Issue,1 - Minor,0 - Unassigned,5
38705,1529,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0
38706,1047,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,9
38707,1783,3 - Senior,Software,Request,2 - Normal,3 - High,3
38708,1597,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0
38709,189,2 - Regular,Access/Login,Issue,2 - Normal,3 - High,0
38710,1055,3 - Senior,Software,Issue,2 - Normal,3 - High,3
38711,32,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,27
38712,441,2 - Regular,Software,Request,2 - Normal,3 - High,2
38713,1405,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0
38714,883,1 - Junior,Access/Login,Request,4 - Critical,0 - Unassigned,0
38715,1448,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,1
38716,618,4 - Management,Hardware,Request,2 - Normal,0 - Unassigned,14
38717,1182,4 - Management,Software,Request,2 - Normal,0 - Unassigned,5
38718,48,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,1
38719,890,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,16
38720,501,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,0
38721,1046,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0
38722,956,4 - Management,Software,Issue,2 - Normal,3 - High,0
38723,1027,1 - Junior,Systems,Request,1 - Minor,1 - Low,6
38724,901,4 - Management,Software,Issue,2 - Normal,3 - High,2
38725,166,2 - Regular,Systems,Request,2 - Normal,1 - Low,33
38726,1625,1 - Junior,Systems,Request,2 - Normal,1 - Low,15
38727,1757,1 - Junior,Hardware,Issue,2 - Normal,1 - Low,16
38728,1162,4 - Management,Systems,Request,2 - Normal,3 - High,7
38729,1629,3 - Senior,Software,Request,2 - Normal,2 - Medium,6
38730,1416,2 - Regular,Software,Issue,2 - Normal,0 - Unassigned,2
38731,1227,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,2
38732,512,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,14
38733,611,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0
38734,1974,2 - Regular,Hardware,Issue,2 - Normal,3 - High,5
38735,581,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,8
38736,1634,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,1
38737,113,4 - Management,Software,Request,2 - Normal,0 - Unassigned,16
38738,1080,2 - Regular,Systems,Request,2 - Normal,1 - Low,18
38739,1473,3 - Senior,Hardware,Request,2 - Normal,0 - Unassigned,12
38740,824,4 - Management,Access/Login,Issue,2 - Normal,3 - High,0
38741,589,2 - Regular,Systems,Request,1 - Minor,0 - Unassigned,18
38742,1254,3 - Senior,Hardware,Request,2 - Normal,3 - High,12
38743,1953,2 - Regular,Software,Request,2 - Normal,3 - High,4
38744,1173,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
38745,878,2 - Regular,Software,Request,0 - Unclassified,1 - Low,6
38746,347,3 - Senior,Systems,Request,2 - Normal,3 - High,11
38747,1804,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,0
38748,129,2 - Regular,Software,Request,2 - Normal,3 - High,5
38749,667,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0
38750,243,2 - Regular,Systems,Request,2 - Normal,1 - Low,10
38751,161,2 - Regular,Systems,Request,2 - Normal,3 - High,15
38752,176,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,7
38753,1217,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,1
38754,1858,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0
38755,242,4 - Management,Access/Login,Request,2 - Normal,2 - Medium,1
38756,732,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,10
38757,1617,4 - Management,Systems,Request,2 - Normal,1 - Low,16
38758,1452,1 - Junior,Systems,Request,2 - Normal,2 - Medium,6
38759,1852,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,7
38760,45,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,1
38761,1716,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0
38762,887,2 - Regular,Systems,Request,2 - Normal,3 - High,5
38763,837,4 - Management,Systems,Issue,2 - Normal,3 - High,1
38764,1767,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0
38765,1338,2 - Regular,Systems,Request,2 - Normal,2 - Medium,13
38766,1034,2 - Regular,Hardware,Request,2 - Normal,1 - Low,11
38767,1094,1 - Junior,Hardware,Issue,2 - Normal,1 - Low,19
38768,984,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0
38769,1577,2 - Regular,Systems,Request,2 - Normal,1 - Low,20
38770,920,2 - Regular,Software,Request,4 - Critical,3 - High,7
38771,1538,4 - Management,Systems,Issue,2 - Normal,3 - High,1
38772,1773,2 - Regular,Software,Request,2 - Normal,3 - High,5
38773,907,4 - Management,Systems,Request,2 - Normal,3 - High,7
38774,1988,1 - Junior,Software,Issue,2 - Normal,0 - Unassigned,4
38775,1830,3 - Senior,Access/Login,Request,2 - Normal,2 - Medium,0
38776,1033,2 - Regular,Systems,Issue,2 - Normal,3 - High,1
38777,660,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0
38778,1384,3 - Senior,Hardware,Request,2 - Normal,0 - Unassigned,29
38779,52,2 - Regular,Access/Login,Issue,4 - Critical,3 - High,0
38780,20,1 - Junior,Systems,Request,2 - Normal,1 - Low,14
38781,1289,1 - Junior,Systems,Issue,3 - Major,1 - Low,6
38782,467,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,2
38783,896,2 - Regular,Hardware,Issue,3 - Major,3 - High,16
38784,1067,3 - Senior,Software,Request,2 - Normal,3 - High,7
38785,433,1 - Junior,Software,Request,2 - Normal,2 - Medium,15
38786,370,2 - Regular,Systems,Request,2 - Normal,3 - High,7
38787,687,1 - Junior,Hardware,Request,2 - Normal,1 - Low,13
38788,247,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0
38789,849,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,2
38790,896,2 - Regular,Systems,Request,2 - Normal,3 - High,9
38791,1050,2 - Regular,Hardware,Issue,2 - Normal,1 - Low,15
38792,1385,3 - Senior,Software,Request,2 - Normal,3 - High,4
38793,712,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0
38794,943,3 - Senior,Software,Issue,2 - Normal,3 - High,1
38795,917,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0
38796,462,1 - Junior,Systems,Issue,2 - Normal,2 - Medium,2
38797,863,1 - Junior,Systems,Request,2 - Normal,3 - High,8
38798,174,4 - Management,Hardware,Request,2 - Normal,0 - Unassigned,13
38799,228,4 - Management,Software,Request,2 - Normal,3 - High,3
38800,1767,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0
38801,396,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0
38802,1538,4 - Management,Hardware,Issue,2 - Normal,0 - Unassigned,6
38803,806,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0
38804,812,4 - Management,Systems,Request,2 - Normal,2 - Medium,7
38805,1492,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
38806,1395,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,1
38807,1196,1 - Junior,Software,Issue,2 - Normal,1 - Low,2
38808,1389,2 - Regular,Software,Request,2 - Normal,2 - Medium,6
38809,964,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,8
38810,336,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,10
38811,93,4 - Management,Access/Login,Issue,2 - Normal,3 - High,0
38812,1487,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,0
38813,310,2 - Regular,Software,Request,3 - Major,3 - High,5
38814,1795,1 - Junior,Software,Request,2 - Normal,1 - Low,13
38815,1363,1 - Junior,Systems,Request,2 - Normal,1 - Low,19
38816,940,2 - Regular,Systems,Request,2 - Normal,1 - Low,19
38817,31,4 - Management,Hardware,Issue,2 - Normal,3 - High,15
38818,1925,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,25
38819,928,2 - Regular,Systems,Issue,2 - Normal,3 - High,9
38820,1034,2 - Regular,Hardware,Issue,2 - Normal,1 - Low,21
38821,758,3 - Senior,Hardware,Issue,2 - Normal,3 - High,16
38822,1285,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,0
38823,419,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
38824,368,1 - Junior,Access/Login,Request,2 - Normal,2 - Medium,0
38825,814,3 - Senior,Systems,Request,2 - Normal,3 - High,5
38826,1048,2 - Regular,Systems,Request,3 - Major,3 - High,5
38827,1438,2 - Regular,Systems,Issue,4 - Critical,0 - Unassigned,9
38828,1412,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,10
38829,1621,3 - Senior,Systems,Request,2 - Normal,3 - High,19
38830,620,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,5
38831,29,2 - Regular,Hardware,Request,2 - Normal,1 - Low,33
38832,1624,1 - Junior,Access/Login,Issue,4 - Critical,1 - Low,0
38833,526,4 - Management,Systems,Request,2 - Normal,3 - High,7
38834,1794,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,1
38835,1994,1 - Junior,Software,Request,2 - Normal,1 - Low,19
38836,1960,3 - Senior,Access/Login,Issue,2 - Normal,0 - Unassigned,0
38837,356,2 - Regular,Systems,Request,2 - Normal,1 - Low,12
38838,1120,4 - Management,Systems,Request,2 - Normal,3 - High,18
38839,752,2 - Regular,Systems,Issue,1 - Minor,0 - Unassigned,3
38840,801,4 - Management,Systems,Request,2 - Normal,3 - High,7
38841,977,2 - Regular,Systems,Request,2 - Normal,1 - Low,15
38842,1647,1 - Junior,Software,Request,2 - Normal,1 - Low,15
38843,547,2 - Regular,Hardware,Request,2 - Normal,2 - Medium,26
38844,1271,2 - Regular,Systems,Request,2 - Normal,3 - High,6
38845,88,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,21
38846,398,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0
38847,1816,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0
38848,157,3 - Senior,Systems,Request,2 - Normal,2 - Medium,6
38849,652,4 - Management,Systems,Request,2 - Normal,3 - High,27
38850,1820,1 - Junior,Access/Login,Issue,2 - Normal,0 - Unassigned,1
38851,774,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,20
38852,799,3 - Senior,Systems,Issue,2 - Normal,3 - High,2
38853,1036,3 - Senior,Hardware,Issue,2 - Normal,3 - High,6
